XYDATA,aunps_blanked.jws,aunps_blanked.z_norm,aunps_blanked.max_norm
300,0.24455,0.6041991859837488,0.6926251214324355
300.1,0.244368,0.6035354272126507,0.6921096531351518
300.2,0.244185,0.602868021415338,0.6915913525944767
300.3,0.243895,0.6018103838130389,0.6907700020108929
300.4,0.243696,0.6010846255962887,0.6902063855759509
300.5,0.243428,0.6001072225707158,0.6894473443469838
300.6,0.243175,0.5991845249383653,0.6887307867688919
300.7,0.242994,0.5985244131934819,0.6882181507149998
300.8,0.242681,0.597382893988242,0.6873316585334078
300.9,0.242392,0.5963289034121577,0.6865131401932156
301,0.242119,0.5953332652555107,0.6857399377472903
301.1,0.24179,0.5941333936308334,0.6848081296714315
301.2,0.241557,0.5932836365227793,0.6841482169611728
301.3,0.241387,0.5926636420662591,0.6836667355845892
301.4,0.241103,0.5916278866212491,0.6828623784613556
301.5,0.240925,0.5909787159550103,0.6823582391376386
301.6,0.240877,0.5908036586966987,0.6822222914548385
301.7,0.240776,0.5904353090490014,0.6819362348722801
301.8,0.240575,0.5897022567798218,0.6813669539505548
301.9,0.240504,0.5894433179185692,0.6811658646697463
302,0.240301,0.5887029715969597,0.6805909192612376
302.1,0.240142,0.5881230944288027,0.6801405925619625
302.2,0.239953,0.587433806474201,0.6796052985609372
302.3,0.239712,0.5865548731564283,0.6789227279035452
302.4,0.23949,0.5857452333367372,0.6782939698705949
302.5,0.239239,0.5848298297568163,0.6775830767792862
302.6,0.239052,0.584147835854644,0.6770534472650441
302.7,0.238886,0.5835424295029832,0.6765832948620273
302.8,0.238694,0.5828422004697369,0.676039504130827
302.9,0.23853,0.5822440881705058,0.6755750162145935
303,0.23838,0.5816970342382821,0.6751501797058432
303.1,0.238239,0.5811828035419919,0.6747508333876181
303.2,0.238114,0.5807269252651388,0.6743968029636596
303.3,0.237995,0.5802929291455747,0.674059766000051
303.4,0.237889,0.5799063443668032,0.6737595482005342
303.5,0.237659,0.5790675283373937,0.6731081322204505
303.6,0.237499,0.5784840041430217,0.6726549732777836
303.7,0.237339,0.5779004799486498,0.6722018143351167
303.8,0.237212,0.5774373076193672,0.6718421194243749
303.9,0.237057,0.5768720185560693,0.6714031216986663
304,0.236958,0.5765109629608017,0.6711227296028912
304.1,0.236828,0.5760368495528746,0.6707545379619744
304.2,0.236659,0.5754205021225692,0.6702758888287824
304.3,0.236512,0.5748843892689901,0.6698595490502073
304.4,0.236517,0.5749026244000642,0.6698737102671656
304.5,0.236429,0.5745816860931596,0.6696244728486987
304.6,0.236254,0.5739434565055653,0.6691288302551568
304.7,0.236111,0.5734219317568454,0.6687238194501482
304.8,0.23576,0.572141825555442,0.6677297020196729
304.9,0.235521,0.5712701862900991,0.6670527958490642
305,0.235295,0.5704459583655487,0.6664127088425471
305.1,0.235226,0.5701943135567258,0.666217284048522
305.2,0.23502,0.569443026156472,0.6656338419098384
305.3,0.234829,0.5687464441494405,0.6650928834220299
305.4,0.23472,0.5683489182920247,0.664784168892338
305.5,0.234617,0.5679732745918977,0.6644924478229961
305.6,0.234579,0.5678346875957344,0.6643848225741128
305.7,0.234452,0.5673715152664517,0.664025127663371
305.8,0.234318,0.5668828137536652,0.6636456070488874
305.9,0.234151,0.5662737603757896,0.6631726224024789
306,0.233968,0.5656063545784767,0.6626543218618036
306.1,0.233819,0.5650629476724679,0.662232317596445
306.2,0.233728,0.5647310682869188,0.6619745834478032
306.3,0.233622,0.5643444835081475,0.6616743656482864
306.4,0.233574,0.5641694262498359,0.6615384179654863
306.5,0.233511,0.5639396635983019,0.6613599866318113
306.6,0.233417,0.5635968431341085,0.6610937557529944
306.7,0.23335,0.5633524923777152,0.6609039954457527
